index,cond,k,window,n,signals_per_day,k_share,p0_med,otm_pts_med,p_2x,p_3x,p_5x,p_10x,net_mean,net_median,p_net_pos,p_lose_half,take5_mean,take3_mean
SENSEX,ANY,2,11:15–11:45,540,,,48.57116620491615,200.0,21.85185185185185,4.62962962962963,0.7407407407407408,0.0,3.7953095874530254,-9.8407327508648,41.85185185185185,18.333333333333332,3.9000316789041984,2.7629295568681447
SENSEX,ANY,2,11:45–12:15,540,,,46.08497427590373,200.0,19.25925925925926,8.518518518518519,2.2222222222222223,0.0,3.196178256776628,-14.890177936267069,38.333333333333336,22.22222222222222,3.3586849926651827,2.1107657574533247
SENSEX,ANY,2,12:15–12:45,540,,,45.411278516932725,200.0,21.666666666666668,5.7407407407407405,1.2962962962962963,0.0,-1.4511738095143143,-13.909617207101,41.11111111111111,26.851851851851855,-0.22098237142287624,-0.1571738534212657
SENSEX,ANY,2,12:45–13:15,540,,,41.45237105504475,200.0,28.14814814814815,7.592592592592593,0.5555555555555556,0.0,-4.596708590221983,-19.03125312753727,39.25925925925926,30.74074074074074,-3.21122382554382,0.6648325761825119
SENSEX,ANY,2,13:15–13:45,540,,,40.148893943485746,200.0,27.77777777777778,13.148148148148147,2.5925925925925926,0.1851851851851852,-0.42800910586705154,-36.246446752964815,32.407407407407405,40.55555555555556,-0.4681961616817111,-1.820678446797326
SENSEX,ANY,2,13:45–14:15,540,,,35.805440784954044,200.0,29.259259259259256,10.74074074074074,3.5185185185185186,0.9259259259259258,-12.87623468475309,-44.41815339205124,25.185185185185183,44.81481481481481,-15.53127827490387,-14.374300111581704
SENSEX,ANY,2,14:15–14:55,720,,,27.979787794968615,200.0,26.52777777777778,12.222222222222221,5.138888888888888,0.4166666666666667,-5.387374236958554,-49.998819100198446,24.02777777777778,50.0,-10.027004059907165,-16.06626300286215
SENSEX,ANY,2,all,6120,,,46.05138595752669,200.0,23.52941176470588,7.875816993464052,1.8137254901960786,0.14705882352941177,-0.019460835800886325,-22.59301313623936,35.68627450980392,29.901960784313726,-0.7127143970642352,-1.4651951576027789
SENSEX,ANY,3,09:15–09:45,540,,,34.73427662092581,300.0,27.77777777777778,11.851851851851853,2.4074074074074074,0.0,9.018083079270124,-22.274615369988442,35.37037037037037,29.259259259259256,10.456121579411633,6.622435387032072
SENSEX,ANY,3,09:45–10:15,540,,,32.68160781527695,300.0,27.22222222222222,10.37037037037037,0.9259259259259258,0.7407407407407408,3.5800365039843687,-21.58660801857447,36.48148148148148,25.925925925925924,-0.5907993949081837,5.185410004125139
